min_momentum_threshold,stop_loss_pct,max_hold_minutes,final_balance,total_return_pct,sharpe_ratio,max_drawdown_pct,total_trades
0.005270022587093517,0.029632795528934497,2683,6805.25733978538,-31.947426602146194,14.676613479081203,-0.5383735672048275,103
0.0050541134578372,0.010641066165868853,1098,2876.59568022454,-71.2340431977546,15.980999852428294,-0.748840633306933,272
0.0037770064676198884,0.019014234805719996,1313,4315.338461904549,-56.84661538095451,17.87368346324234,-0.6743431099522865,214
0.001596272964028566,0.049876964667849424,103,2.797876267288165,-99.97202123732711,14.34887753988093,-0.9997147573778368,1436
0.0066900259114652085,0.03334946550379109,1098,5794.892825224529,-42.05107174775471,18.506391752046945,-0.5608513549093832,148
0.008707897933325366,0.0325311148726978,961,6280.433678936434,-37.19566321063566,19.483453925459774,-0.48556177227553193,130
0.006161551704079659,0.01287827890157191,2456,5743.0081768794635,-42.569918231205364,17.617447841974045,-0.5906498921046989,148
0.004916953535307863,0.019632039579323513,3734,7541.3663470462725,-24.586336529537274,18.46722244140381,-0.5000418611567905,107
0.0011815518593359066,0.011518951493227495,572,737.0141841532825,-92.62985815846719,12.936954746094441,-0.9258304475736934,492
0.008172343866662869,0.013585600854435324,4263,8814.302430587713,-11.856975694122866,26.56076490221596,-0.3791812046586395,93
0.004235353974404809,0.03134435476086457,2112,7067.756129342882,-29.322438706571184,19.681755127727943,-0.5269562865423814,122
0.007834535902068621,0.03767623927834282,284,2923.1765326370573,-70.76823467362942,8.395986293078321,-0.716268330030607,214
0.004952932571001501,0.03721499950058276,1024,4962.111606133833,-50.378883938661666,16.15711411203209,-0.6203241144193292,176
0.005385195443856929,0.015536106414027384,1255,4881.896522703343,-51.18103477296657,20.69435018982852,-0.6027796306772059,203
0.003106780233469475,0.016785628631816252,831,2652.5538240561814,-73.47446175943819,17.170854688819425,-0.7805269079823838,296
0.004851371083959482,0.014570088551763472,2305,6687.465084116838,-33.125349158831625,23.001377652751017,-0.49819764212747747,147
0.002993059386117443,0.03037040760064179,3673,8288.798441924722,-17.112015580752775,19.510619381463467,-0.48318179624181473,93
0.005650247497911636,0.021311033632121952,1339,5619.7981964396895,-43.802018035603105,20.378303212110886,-0.5788109598024321,172
0.0013598624117091608,0.028060317896752056,3488,7793.1937715402,-22.068062284598,18.226976695113073,-0.4853100753772817,97
0.008968117918392918,0.015183958370865058,852,6486.2917249647635,-35.13708275035236,26.675629253707047,-0.5089421789486845,147
0.0025278842046903235,0.047263728729160785,3735,8212.648877191466,-17.873511228085334,16.536246302251136,-0.4977144988603391,77
0.009297604391720442,0.039309013262594956,1197,8933.294720360956,-10.667052796390434,31.896799810334695,-0.2973986906186993,103
0.008443185707269929,0.02870457770452061,2864,8963.03330227634,-10.369666977236593,23.791599612748964,-0.35688406860855465,83
0.0014432184697049783,0.022143608887960096,1520,4300.851327020994,-56.991486729790054,15.508974588675438,-0.6732179082838551,201
0.005445106389006299,0.018573204180560042,663,4367.251656602142,-56.32748343397858,24.96982937181711,-0.6427799429507206,242
0.006307442770528549,0.028129998941527783,1852,6242.4020067551355,-37.57597993244865,14.932644888219711,-0.5436251643605946,113
0.008201226826696687,0.04873659378014521,755,6542.6855734795545,-34.573144265204455,24.832516644216522,-0.4787433954149056,140
0.003938915837410706,0.02227932105915929,1268,3997.3445214738986,-60.02655478526101,13.878561904452141,-0.7115980385030564,203
0.009570234042948437,0.013573976721785352,4086,10412.826672442628,4.128266724426285,33.55353258318148,-0.2997500293056224,82
0.007901376233110557,0.031180310068154637,1957,7427.292662393332,-25.727073376066684,19.392054132486116,-0.4885335338936995,97
0.004922606642027556,0.02159993361432906,3791,8030.649860914339,-19.693501390856607,19.574410353734667,-0.5006892702384093,101
0.009282062155842385,0.03841814109961876,1152,8221.416802657779,-17.78583197342221,27.964516193756776,-0.36240765083777343,105
0.0055805853271129165,0.014194224649706513,317,1689.1064999921543,-83.10893500007846,13.72519262221962,-0.832245760884689,334
0.0011866294339950788,0.04659055262494206,1879,5271.615954317501,-47.283840456825,11.605730360094785,-0.6197382712744046,137
0.0038410297846332548,0.03159997882739458,4210,9231.523365704912,-7.68476634295088,22.38343697577777,-0.40423130289843745,81
0.005199561765433427,0.029748441700541466,4120,8610.699199106823,-13.893008008931773,19.746720756231834,-0.43760145879967877,83
0.004018163677322217,0.011041472058901975,3453,5399.575911734785,-46.00424088265215,16.532448747465025,-0.6037595765243052,163
0.006323735852318741,0.016971965443311185,2471,5859.900997603695,-41.400990023963054,13.82731040294276,-0.5959027440077883,124
0.007200080596858335,0.0331193485697706,2839,9308.48989336039,-6.915101066396091,26.061195509484484,-0.3395777786038028,79
0.00419996204135901,0.030287198233993208,460,2557.3915388344294,-74.42608461165571,18.938824768890374,-0.7739433183234202,315
0.006614822967309536,0.025122168452339028,1519,6633.128195128103,-33.66871804871898,19.659404965711413,-0.5184003032963153,126
0.0029596052102614625,0.03679407879680273,500,1628.1376110132662,-83.71862388986735,11.926730634598755,-0.8580713133132161,350
0.006108957522345803,0.023154370535050116,1843,5475.799693235756,-45.242003067642436,12.069914881501639,-0.6014204907386282,127
0.007507733471501369,0.028074025699702333,494,3182.0809948612227,-68.17919005138778,6.659151672822052,-0.7070046476078407,196
0.009676521557815655,0.03188994178871795,3200,11399.44163369958,13.994416336995801,36.3494141205214,-0.22404914515910654,64
0.0048984805905567756,0.018450679253070628,992,4922.095133950271,-50.779048660497295,21.78447119455958,-0.6513162554063828,212
0.0028251285503207713,0.021566647408057776,219,294.8239106278376,-97.05176089372162,16.226272979660553,-0.9701418309084194,675
0.006335644609258967,0.04791798880920139,1722,6353.750803130496,-36.46249196869504,12.968807371025767,-0.5453452451693034,104
0.00176066702556291,0.02849931455110738,3741,7389.386795929377,-26.106132040706232,15.573423185151555,-0.5098276990310139,97
0.005121775454264473,0.012211512156865894,3575,5788.915618748344,-42.110843812516556,15.853244842906705,-0.5592190251657665,139
0.005987088458566737,0.030881034079678592,460,2857.181339165597,-71.42818660834403,12.133804577902124,-0.7313554794741858,243
0.0018532850236648328,0.010304727778636757,211,71.4472407690077,-99.28552759230992,15.054789354322367,-0.9927511762380751,902
0.00731472044406985,0.04451181520901272,4028,10734.760428958038,7.347604289580377,27.729323857606207,-0.32232298937449744,66
0.005376991031962206,0.01071860063613786,2036,4765.484450874589,-52.34515549125411,17.733264022404377,-0.6239398444006591,183
0.001176423362152624,0.019453353953487733,3638,6285.414552264497,-37.14585447735503,14.92100525731376,-0.5825246673900402,123
0.008258287714060467,0.028663307335787036,2281,6855.923835065411,-31.440761649345887,14.005176580334355,-0.4763447193352208,90
0.0018615264637151887,0.011585732230223349,2901,4591.086251896428,-54.08913748103572,15.839140774885951,-0.6543653678099528,196
