Datetime,Close,Volume
2023-06-21,29993.89,108926.40412
2023-06-22,29884.92,59054.5646
2023-06-23,30688.5,73931.89635
2023-06-24,30527.43,30513.30135
2023-06-25,30462.66,30223.44801
2023-06-26,30267.99,45180.41489
2023-06-27,30692.44,42699.64157
2023-06-28,30077.41,40463.51937
2023-06-29,30447.31,36330.62903
2023-06-30,30472.0,89419.07618
2023-07-01,30585.9,17501.75075
2023-07-02,30617.03,23286.41019
2023-07-03,31156.2,43761.64311
2023-07-04,30766.51,33206.11943
2023-07-05,30504.81,33215.67122
2023-07-06,29895.43,71319.6261
2023-07-07,30344.7,34070.53895
2023-07-08,30284.63,13094.59042
2023-07-09,30160.71,15388.50196
2023-07-10,30411.57,41262.87652
2023-07-11,30622.1,28476.83311
2023-07-12,30380.0,38108.99669
2023-07-13,31454.23,70772.51836
2023-07-14,30312.01,60749.48424
2023-07-15,30289.52,14118.55329
2023-07-16,30231.99,15760.1281
2023-07-17,30138.0,30882.76839
2023-07-18,29859.13,30003.8601
2023-07-19,29909.21,25657.36137
2023-07-20,29800.0,37540.68193
2023-07-21,29901.72,23881.40865
2023-07-22,29794.0,14660.40467
2023-07-23,30083.75,18292.78637
2023-07-24,29176.5,39628.99691
2023-07-25,29228.91,21565.7478
2023-07-26,29351.96,33931.63366
2023-07-27,29222.78,22476.47626
2023-07-28,29314.14,23993.61627
2023-07-29,29352.9,10851.36844
2023-07-30,29281.09,15706.97441
2023-07-31,29232.25,22605.48964
2023-08-01,29705.99,44719.65162
2023-08-02,29186.01,48181.65141
2023-08-03,29193.64,26476.91994
2023-08-04,29113.99,23551.95217
2023-08-05,29072.13,11645.52018
2023-08-06,29088.42,13178.1972
2023-08-07,29211.06,30966.87746
2023-08-08,29770.42,45700.53392
2023-08-09,29581.99,38003.88725
2023-08-10,29455.75,23463.45373
2023-08-11,29426.03,20637.0443
2023-08-12,29430.17,8971.48068
2023-08-13,29303.84,11101.70947
2023-08-14,29430.93,31443.11532
2023-08-15,29200.0,27503.87691
2023-08-16,28730.51,32996.69854
2023-08-17,26623.41,100271.54033
2023-08-18,26054.0,69790.65711
2023-08-19,26100.01,26160.75343
2023-08-20,26189.99,19056.91209
2023-08-21,26126.92,30267.24233
2023-08-22,26056.0,34247.06688
2023-08-23,26432.72,44023.69978
2023-08-24,26180.05,30205.22116
2023-08-25,26060.01,27753.33772
2023-08-26,26017.37,10022.22322
2023-08-27,26101.77,12099.64216
2023-08-28,26120.0,22692.62655
2023-08-29,27716.34,74251.99488
2023-08-30,27299.99,35448.25848
2023-08-31,25940.78,51032.80401
2023-09-01,25805.05,41032.15056
2023-09-02,25869.51,16250.77698
2023-09-03,25971.21,17474.47667
2023-09-04,25826.02,21777.59609
2023-09-05,25792.1,21323.39337
2023-09-06,25759.95,27262.52386
2023-09-07,26255.0,27687.49567
2023-09-08,25910.5,28999.76471
2023-09-09,25901.61,10980.62277
2023-09-10,25841.61,18738.26914
2023-09-11,25162.52,41682.32
2023-09-12,25840.1,56434.38537
2023-09-13,26222.0,31610.82753
2023-09-14,26522.73,38333.1725
2023-09-15,26600.0,26227.29369
2023-09-16,26559.67,13960.93351
2023-09-17,26527.51,12998.10277
2023-09-18,26762.51,43000.43256
2023-09-19,27210.26,36190.52187
2023-09-20,27125.0,34207.21867
2023-09-21,26568.08,34476.82662
2023-09-22,26580.14,18198.2292
2023-09-23,26575.96,9440.7026
2023-09-24,26248.38,15706.65771
2023-09-25,26304.81,26266.2039
2023-09-26,26221.67,18495.35066
2023-09-27,26372.99,34771.57978
2023-09-28,27021.39,44517.83491
2023-09-29,26906.96,28478.76219
2023-09-30,26962.56,12804.62307
2023-10-01,27992.57,24602.81468
2023-10-02,27494.51,57071.14241
2023-10-03,27426.46,28928.96555
2023-10-04,27778.57,29816.142
2023-10-05,27410.39,30681.49619
2023-10-06,27931.09,37983.24277
2023-10-07,27956.67,13348.83825
2023-10-08,27917.05,19693.56921
2023-10-09,27590.12,31534.74639
2023-10-10,27390.12,22776.84383
2023-10-11,26875.52,37349.44706
2023-10-12,26759.63,23428.64112
2023-10-13,26862.0,24115.76499
2023-10-14,26852.48,10417.25576
2023-10-15,27154.15,15274.6917
2023-10-16,28500.78,78399.22445
2023-10-17,28395.91,38428.44532
2023-10-18,28320.0,32162.47591
2023-10-19,28713.71,35895.50179
2023-10-20,29669.04,59422.0992
2023-10-21,29909.8,27517.51897
2023-10-22,29992.46,22852.54563
2023-10-23,33069.99,93513.64246
2023-10-24,33922.73,115265.02418
2023-10-25,34496.05,54887.02529
2023-10-26,34151.66,39744.66255
2023-10-27,33892.02,32330.40106
2023-10-28,34081.0,16880.13144
2023-10-29,34525.89,20685.52176
2023-10-30,34474.73,33657.95976
2023-10-31,34639.77,32737.89822
2023-11-01,35421.43,53473.28165
2023-11-02,34941.59,48015.57732
2023-11-03,34716.78,39071.20644
2023-11-04,35062.07,18377.55545
2023-11-05,35011.88,24528.73376
2023-11-06,35046.09,22346.47086
2023-11-07,35399.12,38688.73692
2023-11-08,35624.72,33401.34137
2023-11-09,36701.09,82537.88885
2023-11-10,37301.63,43414.04898
2023-11-11,37130.0,22984.97235
2023-11-12,37064.13,17687.18874
2023-11-13,36462.93,32798.18252
2023-11-14,35551.19,45503.68416
2023-11-15,37858.2,53569.13385
2023-11-16,36163.51,47490.39566
2023-11-17,36613.92,38283.61112
2023-11-18,36568.1,17102.24186
2023-11-19,37359.86,21246.34648
2023-11-20,37448.78,36022.70291
2023-11-21,35741.65,47646.54804
2023-11-22,37408.34,45051.30697
2023-11-23,37294.28,23827.92882
2023-11-24,37713.57,44680.80646
2023-11-25,37780.67,11396.14464
2023-11-26,37447.43,21264.53723
2023-11-27,37242.7,30001.07376
2023-11-28,37818.87,37544.46667
2023-11-29,37854.64,32994.19107
2023-11-30,37723.96,24740.29147
2023-12-01,38682.52,43415.66324
2023-12-02,39450.35,26696.92161
2023-12-03,39972.26,26710.65335
2023-12-04,41991.1,79272.33059
2023-12-05,44073.32,67490.74644
2023-12-06,43762.69,51431.10492
2023-12-07,43273.14,47103.26845
2023-12-08,44170.99,42900.37556
2023-12-09,43713.6,24925.97008
2023-12-10,43789.51,18956.61758
2023-12-11,41253.4,76663.89804
2023-12-12,41492.39,42722.69773
2023-12-13,42869.03,45865.99773
2023-12-14,43022.26,42047.05709
2023-12-15,41940.3,33421.7932
2023-12-16,42278.03,24118.85747
2023-12-17,41374.65,27722.11452
2023-12-18,42657.8,46734.0925
2023-12-19,42275.99,40927.86444
2023-12-20,43668.93,48710.2947
2023-12-21,43861.8,34624.29384
2023-12-22,43969.04,32783.19638
2023-12-23,43702.16,16557.1293
2023-12-24,42991.5,25144.33496
2023-12-25,43576.13,27021.23992
2023-12-26,42508.93,41010.04282
2023-12-27,43428.85,36191.21136
2023-12-28,42563.76,35150.52485
2023-12-29,42066.95,42597.18912
2023-12-30,42140.28,22906.57818
2023-12-31,42283.58,23585.91603
2024-01-01,44179.55,27174.29903
2024-01-02,44946.91,65146.40661
2024-01-03,42845.23,81194.55173
2024-01-04,44151.1,48038.06334
2024-01-05,44145.11,48075.25327
2024-01-06,43968.32,17835.06144
2024-01-07,43929.02,23023.8508
2024-01-08,46951.04,72814.57589
2024-01-09,46110.0,69927.66617
2024-01-10,46653.99,89911.41203
2024-01-11,46339.16,87470.3296
2024-01-12,42782.73,86327.93707
2024-01-13,42847.99,36118.47464
2024-01-14,41732.35,28228.40894
2024-01-15,42511.1,40269.89303
2024-01-16,43137.95,45045.74589
2024-01-17,42776.1,33266.21388
2024-01-18,41327.5,43907.51641
2024-01-19,41659.03,48342.74559
2024-01-20,41696.04,15923.99493
2024-01-21,41580.33,11730.16301
2024-01-22,39568.02,55426.19911
2024-01-23,39897.6,57956.63351
2024-01-24,40084.88,39293.82861
2024-01-25,39961.09,31022.11853
2024-01-26,41823.51,47384.96726
2024-01-27,42120.63,16224.41667
2024-01-28,42031.06,27294.99838
2024-01-29,43302.7,31542.74207
2024-01-30,42941.1,37619.24546
2024-01-31,42580.0,39871.13688
2024-02-01,43082.94,35231.04664
2024-02-02,43200.0,29672.14418
2024-02-03,43011.09,12033.40998
2024-02-04,42582.88,17066.89404
2024-02-05,42708.7,29467.75905
2024-02-06,43098.95,24675.85433
2024-02-07,44349.6,34392.59915
2024-02-08,45288.65,45439.62231
2024-02-09,47132.77,73503.481
2024-02-10,47751.09,24802.35936
2024-02-11,48299.99,29958.80837
2024-02-12,49917.27,59009.96705
2024-02-13,49699.59,55551.56706
2024-02-14,51795.17,57046.37401
2024-02-15,51880.0,53816.03055
2024-02-16,52124.11,37772.25318
2024-02-17,51642.64,25674.00622
2024-02-18,52137.67,21992.10363
2024-02-19,51774.73,29534.99432
2024-02-20,52258.82,49614.47318
2024-02-21,51849.39,43079.40049
2024-02-22,51288.42,35309.44574
2024-02-23,50744.15,30545.79544
2024-02-24,51568.22,16560.4211
2024-02-25,51728.85,18721.63159
2024-02-26,54476.47,51256.72199
2024-02-27,57037.34,67194.98562
2024-02-28,62432.1,118763.46984
2024-02-29,61130.98,78425.07603
2024-03-01,62387.9,47737.93473
2024-03-02,61987.28,25534.73659
2024-03-03,63113.97,28994.90903
2024-03-04,68245.71,84835.16005
2024-03-05,63724.01,132696.7813
2024-03-06,66074.04,78738.85491
2024-03-07,66823.17,53059.8869
2024-03-08,68124.19,74261.932842
2024-03-09,68313.27,19872.89743
2024-03-10,68955.88,38404.66835
2024-03-11,72078.1,75292.825726
2024-03-12,71452.01,68783.546691
2024-03-13,73072.41,52659.711647
2024-03-14,71388.94,71757.628746
2024-03-15,69499.85,103334.03546
2024-03-16,65300.63,55926.95336
2024-03-17,68393.48,49742.21589
2024-03-18,67609.99,55691.08088
2024-03-19,61937.4,101005.32487
2024-03-20,67840.51,90420.58592
2024-03-21,65501.27,53357.48002
2024-03-22,63796.64,51482.37821
2024-03-23,63990.01,26410.11409
2024-03-24,67209.99,31395.78015
2024-03-25,69880.01,53431.14486
2024-03-26,69988.0,38934.38417
2024-03-27,69469.99,49119.35685
2024-03-28,70780.6,35439.03239
2024-03-29,69850.54,25445.08353
2024-03-30,69582.18,13644.61142
2024-03-31,71280.01,19396.34433
2024-04-01,69649.8,41445.32039
2024-04-02,65463.99,71799.82793
2024-04-03,65963.28,39887.21778
2024-04-04,68487.79,41510.48453
2024-04-05,67820.62,37915.23073
2024-04-06,68896.0,20134.28919
2024-04-07,69360.39,21534.74433
2024-04-08,71620.0,45723.87624
2024-04-09,69146.0,39293.90242
2024-04-10,70631.08,42006.02377
2024-04-11,70006.23,31917.25595
2024-04-12,67116.52,56072.86229
2024-04-13,63924.51,71395.22019
2024-04-14,65661.84,61599.17818
2024-04-15,63419.99,52389.53069
2024-04-16,63793.39,53435.29331
2024-04-17,61277.37,50610.54509
2024-04-18,63470.08,43601.60918
2024-04-19,63818.01,69774.30271
2024-04-20,64940.59,23137.42975
2024-04-21,64941.15,19316.42152
2024-04-22,66819.32,31397.99371
2024-04-23,66414.0,22599.90004
2024-04-24,64289.59,33595.69637
2024-04-25,64498.34,31341.46338
2024-04-26,63770.01,27085.19346
2024-04-27,63461.98,20933.06052
2024-04-28,63118.62,16949.20005
2024-04-29,63866.0,28150.22947
2024-04-30,60672.0,54947.65535
2024-05-01,58364.97,81166.46823
2024-05-02,59060.61,47583.81961
2024-05-03,62882.01,43628.40143
2024-05-04,63892.04,24368.69282
2024-05-05,64012.0,18526.75029
2024-05-06,63165.19,34674.91949
2024-05-07,62312.08,25598.79472
2024-05-08,61193.03,26121.19004
2024-05-09,63074.01,30660.8061
2024-05-10,60799.99,36529.34025
2024-05-11,60825.99,13374.56936
2024-05-12,61483.99,12753.13236
2024-05-13,62940.08,32733.41839
2024-05-14,61577.49,29088.72041
2024-05-15,66206.5,43559.74719
2024-05-16,65235.21,31106.3671
2024-05-17,67024.0,26292.23409
2024-05-18,66915.2,14441.25774
2024-05-19,66274.01,18025.30409
2024-05-20,71446.62,50816.7011
2024-05-21,70148.34,49607.4336
2024-05-22,69166.62,27673.18026
2024-05-23,67969.65,40513.17374
2024-05-24,68549.99,28095.83664
2024-05-25,69290.57,12130.39418
2024-05-26,68507.67,11872.11797
2024-05-27,69436.43,23136.92737
2024-05-28,68398.39,32622.97042
2024-05-29,67652.42,23159.83149
2024-05-30,68352.17,28478.2184
2024-05-31,67540.01,26690.32184
2024-06-01,67766.85,8837.66133
2024-06-02,67765.63,15426.32529
2024-06-03,68809.9,29633.374
2024-06-04,70537.84,29619.78489
2024-06-05,71108.0,28703.18082
2024-06-06,70799.06,21842.00449
2024-06-07,69355.6,35598.45045
2024-06-08,69310.46,9773.82967
2024-06-09,69648.14,9890.56709
2024-06-10,69540.0,17122.66941
2024-06-11,67314.24,41436.01588
2024-06-12,68263.99,37175.32356
2024-06-13,66773.01,29079.55571
2024-06-14,66043.99,28408.18797
2024-06-15,66228.25,11451.80242
2024-06-16,66676.87,9392.52223
2024-06-17,66504.33,27386.16851
2024-06-18,65175.32,42350.10244
2024-06-19,64974.37,20060.79576
2024-06-20,64869.99,24265.29031
2024-06-21,64143.56,25993.56442
2024-06-22,64262.01,7308.95542
2024-06-23,63210.01,8224.45447
2024-06-24,60293.3,52161.35414
2024-06-25,61806.01,31189.24361
2024-06-26,60864.99,22485.66463
2024-06-27,61706.47,18344.28631
2024-06-28,60427.84,24821.19255
2024-06-29,60986.68,11509.55904
2024-06-30,62772.01,17326.30136
2024-07-01,62899.99,24547.10538
2024-07-02,62135.47,18573.11875
2024-07-03,60208.58,32160.11127
2024-07-04,57050.01,54568.77276
2024-07-05,56628.79,81348.24756
2024-07-06,58230.13,21651.31558
2024-07-07,55857.81,19118.93918
2024-07-08,56714.62,48090.2049
2024-07-09,58050.0,27732.20788
2024-07-10,57725.85,24951.73799
2024-07-11,57339.89,29761.05735
2024-07-12,57889.1,23652.4569
2024-07-13,59204.02,15357.74519
2024-07-14,60797.91,21178.33907
2024-07-15,64724.14,38690.9782
2024-07-16,65043.99,42530.52915
2024-07-17,64087.99,29567.52954
2024-07-18,63987.92,22568.7225
2024-07-19,66660.0,35634.72739
2024-07-20,67139.96,14386.92434
2024-07-21,68165.34,21819.11191
2024-07-22,67532.01,21451.04303
2024-07-23,65936.01,31406.15316
2024-07-24,65376.0,23082.56277
2024-07-25,65799.95,35126.42934
2024-07-26,67907.99,24244.36023
2024-07-27,67896.5,31710.21921
2024-07-28,68249.88,10868.69394
2024-07-29,66784.69,36467.29633
2024-07-30,66188.0,23132.25441
2024-07-31,64628.0,22625.43905
2024-08-01,65354.02,35542.26854
2024-08-02,61498.33,38820.42937
2024-08-03,60697.99,28034.71567
2024-08-04,58161.0,31616.52003
2024-08-05,54018.81,162065.59186
2024-08-06,56022.01,55884.77676
2024-08-07,55134.16,44269.37684
2024-08-08,61685.99,48349.52949
2024-08-09,60837.99,30972.48017
2024-08-10,60923.51,9995.20621
2024-08-11,58712.59,19189.84512
2024-08-12,59346.64,37009.91743
2024-08-13,60587.15,27858.95851
2024-08-14,58683.39,28422.76326
2024-08-15,57541.06,37686.17622
2024-08-16,58874.6,27610.84344
2024-08-17,59491.99,7721.72931
2024-08-18,58427.35,13634.85717
2024-08-19,59438.5,22809.31251
2024-08-20,59013.8,31477.44548
2024-08-21,61156.03,27983.6422
2024-08-22,60375.84,21241.20588
2024-08-23,64037.24,38118.07089
2024-08-24,64157.01,15857.15616
2024-08-25,64220.0,12305.47977
2024-08-26,62834.0,19470.05276
2024-08-27,59415.0,35135.94178
2024-08-28,59034.9,36868.54275
2024-08-29,59359.01,27020.90743
2024-08-30,59123.99,28519.32195
2024-08-31,58973.99,8798.409
2024-09-01,57301.86,20705.15741
2024-09-02,59132.13,22895.01461
2024-09-03,57487.73,22828.18447
2024-09-04,57970.9,35560.82146
2024-09-05,56180.0,27806.91413
2024-09-06,53962.97,54447.76826
2024-09-07,54160.86,16694.04774
2024-09-08,54869.95,16274.14779
2024-09-09,57042.0,32384.51737
2024-09-10,57635.99,23626.78126
2024-09-11,57338.0,33026.56757
2024-09-12,58132.32,31074.40631
2024-09-13,60498.0,29825.23333
2024-09-14,59993.03,12137.90901
2024-09-15,59132.0,13757.92361
2024-09-16,58213.99,26477.5642
2024-09-17,60313.99,33116.25878
2024-09-18,61759.99,36087.02469
2024-09-19,62947.99,34332.52608
2024-09-20,63201.05,25466.37794
2024-09-21,63348.96,8375.34608
2024-09-22,63578.76,14242.19892
2024-09-23,63339.99,24078.05287
2024-09-24,64262.7,23185.04759
2024-09-25,63152.01,17813.11168
2024-09-26,65173.99,28373.30593
2024-09-27,65769.95,22048.80487
2024-09-28,65858.0,9127.23316
2024-09-29,65602.01,8337.74111
2024-09-30,63327.59,30011.08752
2024-10-01,60805.78,43671.48108
2024-10-02,60649.28,31534.70118
2024-10-03,60752.71,26221.43472
2024-10-04,62086.0,21294.65994
2024-10-05,62058.0,7807.46141
2024-10-06,62819.91,8906.86177
2024-10-07,62224.0,25966.1852
2024-10-08,62160.49,19702.22371
2024-10-09,60636.02,20011.15684
2024-10-10,60326.39,23967.92481
2024-10-11,62540.0,23641.35209
2024-10-12,63206.22,10911.30116
2024-10-13,62870.02,11909.21995
2024-10-14,66083.99,37669.95222
2024-10-15,67074.14,43683.95423
2024-10-16,67620.01,29938.25544
2024-10-17,67421.78,25328.22861
2024-10-18,68428.0,28725.635
2024-10-19,68378.0,8193.66737
2024-10-20,69031.99,12442.47378
2024-10-21,67377.5,31374.42184
2024-10-22,67426.0,24598.96268
2024-10-23,66668.65,25530.2407
2024-10-24,68198.28,22589.83877
2024-10-25,66698.33,34479.71125
2024-10-26,67092.76,11842.9077
2024-10-27,68021.7,8653.19592
2024-10-28,69962.21,29046.75459
2024-10-29,72736.42,50128.60594
2024-10-30,72344.74,26885.99056
2024-10-31,70292.01,29352.10297
2024-11-01,69496.01,38301.86755
2024-11-02,69374.74,10521.67243
2024-11-03,68775.99,24995.70243
2024-11-04,67850.01,29800.39187
2024-11-05,69372.01,33355.06888
2024-11-06,75571.99,104126.994787
2024-11-07,75857.89,44869.422345
2024-11-08,76509.78,36521.099583
2024-11-09,76677.46,16942.07915
2024-11-10,80370.01,61830.100435
2024-11-11,88647.99,82323.665776
2024-11-12,87952.01,97299.887911
2024-11-13,90375.2,86763.854127
2024-11-14,87325.59,56729.51086
2024-11-15,91032.07,47927.95068
2024-11-16,90586.92,22717.87689
2024-11-17,89855.99,23867.55609
2024-11-18,90464.08,46545.03448
2024-11-19,92310.79,43660.04682
2024-11-20,94286.56,42203.198712
2024-11-21,98317.12,69228.360477
2024-11-22,98892.0,46189.309243
2024-11-23,97672.4,24757.84367
2024-11-24,97900.04,31200.97838
2024-11-25,93010.01,50847.45096
2024-11-26,91965.16,57858.73138
2024-11-27,95863.11,41153.42734
2024-11-28,95643.98,28814.54357
2024-11-29,97460.0,27701.78231
2024-11-30,96407.99,14503.83306
2024-12-01,97185.18,16938.60452
2024-12-02,95840.62,37958.66981
2024-12-03,95849.69,35827.32283
2024-12-04,98587.32,43850.53728
2024-12-05,96945.63,109921.729662
2024-12-06,99740.84,45049.5331
2024-12-07,99831.99,14931.9459
2024-12-08,101109.59,14612.99688
2024-12-09,97276.47,53949.11595
2024-12-10,96593.0,51708.68933
2024-12-11,101125.0,37753.78291
2024-12-12,100004.29,29232.08745
2024-12-13,101424.25,21904.03923
2024-12-14,101420.0,14191.70326
2024-12-15,104463.99,22228.921775
2024-12-16,106058.66,41302.40274
2024-12-17,106133.74,29064.936466
2024-12-18,100204.01,50307.99755
2024-12-19,97461.86,55147.398
2024-12-20,97805.44,62884.1357
2024-12-21,97291.99,23483.54143
2024-12-22,95186.27,19353.83036
2024-12-23,94881.47,32810.76703
2024-12-24,98663.58,23674.22488
2024-12-25,99429.6,14474.1651
2024-12-26,95791.6,21192.36727
2024-12-27,94299.03,26501.26429
2024-12-28,95300.0,8385.8929
2024-12-29,93738.2,13576.00578
2024-12-30,92792.05,27619.4225
2024-12-31,93576.0,19612.03389
2025-01-01,94591.79,10373.32613
2025-01-02,96984.79,21970.48948
2025-01-03,98174.18,15253.82936
2025-01-04,98220.5,8990.05651
2025-01-05,98363.61,8095.63723
2025-01-06,102235.6,25263.43375
2025-01-07,96954.61,32059.87537
2025-01-08,95060.61,33704.67894
2025-01-09,92552.49,34544.83685
2025-01-10,94726.11,31482.86424
2025-01-11,94599.99,7047.9043
2025-01-12,94545.06,8606.86622
2025-01-13,94536.1,42619.56423
2025-01-14,96560.86,27846.61753
2025-01-15,100497.35,30509.99179
2025-01-16,99987.3,27832.85317
2025-01-17,104077.48,39171.85292
2025-01-18,104556.23,24307.82998
2025-01-19,101331.57,43397.28298
2025-01-20,102260.01,89529.231732
2025-01-21,106143.82,45941.02002
2025-01-22,103706.66,22248.69254
2025-01-23,103910.34,53953.12031
2025-01-24,104870.5,23609.24017
2025-01-25,104746.85,9068.32377
2025-01-26,102620.0,9812.51238
2025-01-27,102082.83,50758.1341
2025-01-28,101335.52,22022.05765
2025-01-29,103733.24,23155.35802
2025-01-30,104722.94,19374.07472
2025-01-31,102429.56,21983.18193
2025-02-01,100635.65,12290.95747
2025-02-02,97700.59,34619.49939
2025-02-03,101328.52,75164.7385
2025-02-04,97763.13,40267.98697
2025-02-05,96612.43,26233.30444
2025-02-06,96554.35,23515.20405
2025-02-07,96506.8,31794.22065
2025-02-08,96444.74,10147.24294
2025-02-09,96462.75,14120.91613
2025-02-10,97430.82,20572.87537
2025-02-11,95778.2,18647.76379
2025-02-12,97869.99,29151.16625
2025-02-13,96608.14,19921.77616
2025-02-14,97500.48,18173.02646
