Datetime,Close,High,Low,Open,Volume
,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
2025-02-26 19:00:00-05:00,84307.546875,84440.1796875,84136.3046875,84136.3046875,2393399296
2025-02-26 19:15:00-05:00,84212.734375,84517.2890625,84119.421875,84236.0703125,2321367040
2025-02-26 19:30:00-05:00,84540.7109375,84540.7109375,83977.671875,84265.1640625,1668222976
2025-02-26 19:45:00-05:00,84642.90625,84648.640625,84543.859375,84551.6015625,3380551680
2025-02-26 20:00:00-05:00,84569.734375,84582.4140625,84278.9609375,84582.4140625,2164330496
2025-02-26 20:15:00-05:00,85265.8984375,85265.8984375,84525.3046875,84579.46875,1418108928
2025-02-26 20:30:00-05:00,84869.8671875,85128.9375,84769.453125,85128.9375,3788333056
2025-02-26 20:45:00-05:00,84706.546875,84909.3515625,84706.546875,84825.1328125,1819451392
2025-02-26 21:00:00-05:00,84622.3828125,84664.9296875,84520.890625,84641.421875,2571214848
2025-02-26 21:15:00-05:00,84907.6875,85040.5625,84614.515625,84614.515625,211910656
2025-02-26 21:30:00-05:00,84514.828125,84804.546875,84391.953125,84804.546875,3667566592
2025-02-26 21:45:00-05:00,84233.265625,84523.046875,84233.265625,84454.3515625,1566687232
2025-02-26 22:00:00-05:00,84636.53125,84703.7734375,84222.7578125,84222.7578125,1617375232
2025-02-26 22:15:00-05:00,84591.6328125,84843.203125,84591.6328125,84631.2109375,428171264
2025-02-26 22:30:00-05:00,84997.84375,85003.7421875,84643.6015625,84643.6015625,3023765504
2025-02-26 22:45:00-05:00,85164.9921875,85228.046875,84940.4296875,84948.84375,2135273472
2025-02-26 23:00:00-05:00,84927.4921875,85212.8828125,84911.2421875,85134.2265625,418455552
2025-02-26 23:15:00-05:00,84734.9765625,84946.890625,84652.4140625,84946.890625,3400138752
2025-02-26 23:30:00-05:00,84848.5,84848.5,84637.1875,84723.1796875,206536704
2025-02-26 23:45:00-05:00,85017.7109375,85128.7734375,84855.2578125,84916.1796875,2926358528
2025-02-27 00:00:00-05:00,85495.8828125,85495.8828125,85011.8125,85047.5703125,670130176
2025-02-27 00:15:00-05:00,85266.5078125,85520.8515625,85266.5078125,85455.296875,2299756544
2025-02-27 00:30:00-05:00,85692.71875,85692.71875,85242.65625,85242.65625,2258800640
2025-02-27 00:45:00-05:00,85825.984375,85825.984375,85658.546875,85658.546875,833101824
2025-02-27 01:00:00-05:00,85720.453125,85827.0859375,85646.515625,85809.0703125,850427904
2025-02-27 01:15:00-05:00,86046.3671875,86046.3671875,85705.96875,85705.96875,844791808
2025-02-27 01:30:00-05:00,86333.46875,86478.65625,85989.5546875,86029.2265625,2866401280
2025-02-27 01:45:00-05:00,86169.8125,86326.25,86154.1953125,86309.75,778756096
2025-02-27 02:00:00-05:00,86064.96875,86311.4921875,86064.96875,86189.9453125,852631552
2025-02-27 02:15:00-05:00,86221.9453125,86380.5625,86068.2578125,86068.2578125,1724719104
2025-02-27 02:30:00-05:00,86289.5390625,86472.0,86211.2421875,86292.6953125,1080057856
2025-02-27 02:45:00-05:00,86256.140625,86443.2578125,86256.140625,86345.65625,1084399616
2025-02-27 03:00:00-05:00,86164.796875,86354.3515625,86164.796875,86210.6171875,405471232
2025-02-27 03:15:00-05:00,85933.9765625,86186.75,85933.9765625,86186.75,214548480
2025-02-27 03:30:00-05:00,85937.875,86042.2734375,85866.421875,85904.234375,1670889472
2025-02-27 03:45:00-05:00,85981.296875,86018.0625,85873.1796875,86018.0625,486981632
2025-02-27 04:00:00-05:00,86022.875,86227.46875,85997.0234375,85997.0234375,867123200
2025-02-27 04:15:00-05:00,86044.65625,86044.65625,85848.9609375,85997.984375,435322880
2025-02-27 04:30:00-05:00,86232.765625,86232.765625,86092.5859375,86092.5859375,772710400
2025-02-27 04:45:00-05:00,86044.6171875,86211.734375,86034.5703125,86190.84375,579698688
2025-02-27 05:00:00-05:00,86270.484375,86394.15625,85984.9921875,86091.75,0
2025-02-27 05:15:00-05:00,86299.8984375,86347.34375,86225.078125,86289.3515625,1822318592
2025-02-27 05:30:00-05:00,86383.65625,86403.2890625,86231.609375,86326.765625,2156158976
2025-02-27 05:45:00-05:00,86892.7734375,86892.7734375,86331.6875,86350.3828125,1960443904
2025-02-27 06:00:00-05:00,86649.78125,86939.5859375,86584.5078125,86939.5859375,3233636352
2025-02-27 06:15:00-05:00,86689.2578125,86829.1875,86597.2109375,86696.875,1299390464
2025-02-27 06:30:00-05:00,86469.71875,86566.9609375,86423.34375,86566.9609375,1676288000
2025-02-27 06:45:00-05:00,86640.7734375,86640.7734375,86373.1015625,86414.8671875,706879488
2025-02-27 07:00:00-05:00,86271.0234375,86690.9453125,86263.6640625,86625.2265625,99491840
2025-02-27 07:15:00-05:00,86376.3984375,86376.3984375,86201.6953125,86290.84375,2156109824
2025-02-27 07:30:00-05:00,86546.6875,86546.6875,86359.1796875,86396.84375,409174016
2025-02-27 07:45:00-05:00,86222.9375,86599.328125,86222.9375,86599.328125,1080008704
2025-02-27 08:00:00-05:00,86310.078125,86342.609375,86198.8359375,86238.9140625,2056445952
2025-02-27 08:15:00-05:00,86364.6796875,86423.1484375,86223.5859375,86346.0546875,2037129216
2025-02-27 08:30:00-05:00,86553.6640625,86605.21875,86023.953125,86374.1875,6325301248
2025-02-27 08:45:00-05:00,86042.0703125,86510.390625,85830.1484375,86510.390625,59203584
2025-02-27 09:00:00-05:00,85971.3359375,86231.2109375,85971.3359375,86045.0078125,207249408
2025-02-27 09:15:00-05:00,86308.4765625,86308.4765625,85555.6953125,85986.5390625,1466806272
2025-02-27 09:30:00-05:00,85557.1875,86260.1640625,85466.0859375,86254.6953125,2800771072
2025-02-27 09:45:00-05:00,84982.125,85764.5859375,84982.125,85764.5859375,730742784
2025-02-27 10:00:00-05:00,85378.140625,85378.140625,84633.4375,84909.34375,900890624
2025-02-27 10:15:00-05:00,85488.96875,85604.4453125,85223.15625,85223.15625,8755965952
2025-02-27 10:30:00-05:00,85768.3984375,85850.3203125,85326.8203125,85626.8828125,984821760
2025-02-27 10:45:00-05:00,85580.4296875,85843.046875,85555.6328125,85653.21875,1934938112
2025-02-27 11:00:00-05:00,85506.4296875,85571.2421875,85438.6875,85452.5625,1367564288
2025-02-27 11:15:00-05:00,84782.859375,85519.21875,84782.859375,85509.15625,604921856
2025-02-27 11:30:00-05:00,84914.4609375,84914.4609375,84606.625,84807.4453125,969523200
2025-02-27 11:45:00-05:00,84347.984375,84923.5859375,84347.984375,84867.96875,986476544
2025-02-27 12:00:00-05:00,84560.8671875,84560.8671875,84378.75,84394.3515625,1474600960
2025-02-27 12:15:00-05:00,84582.6171875,84645.375,84364.6328125,84431.0,1734033408
2025-02-27 12:30:00-05:00,84323.484375,84819.015625,84315.375,84636.9921875,2500935680
2025-02-27 12:45:00-05:00,84459.4609375,84459.4609375,84319.515625,84397.6328125,601960448
2025-02-27 13:00:00-05:00,84865.40625,84865.40625,84565.5625,84607.59375,759132160
2025-02-27 13:15:00-05:00,84516.8828125,84780.171875,84516.8828125,84780.171875,1731153920
2025-02-27 13:30:00-05:00,84630.109375,84736.125,84440.21875,84440.21875,121131008
2025-02-27 13:45:00-05:00,84702.921875,84803.140625,84580.921875,84580.921875,0
2025-02-27 14:00:00-05:00,84139.703125,84500.671875,84139.703125,84500.671875,746229760
2025-02-27 14:15:00-05:00,83952.6015625,84221.8203125,83952.6015625,84154.7890625,0
2025-02-27 14:30:00-05:00,83686.9921875,83893.8359375,83514.484375,83893.8359375,1854124032
2025-02-27 14:45:00-05:00,84054.6875,84054.6875,83688.078125,83915.8125,303767552
2025-02-27 15:00:00-05:00,83008.203125,84011.53125,82966.1015625,84011.53125,1648513024
2025-02-27 15:15:00-05:00,82828.6328125,83120.109375,82775.046875,83120.109375,0
2025-02-27 15:30:00-05:00,83267.4375,83267.4375,82745.171875,82844.2109375,591982592
2025-02-27 15:45:00-05:00,83613.7578125,83635.8828125,82945.6328125,83331.65625,885796864
2025-02-27 16:00:00-05:00,83695.9140625,83695.9140625,83188.109375,83392.7734375,293814272
2025-02-27 16:15:00-05:00,83820.46875,84097.40625,83708.9609375,83708.9609375,142364672
2025-02-27 16:30:00-05:00,84081.390625,84245.234375,83822.734375,83822.734375,3570585600
2025-02-27 16:45:00-05:00,84168.375,84283.9296875,84064.875,84064.875,0
2025-02-27 17:00:00-05:00,84085.765625,84263.1171875,83902.546875,84263.1171875,836739072
2025-02-27 17:15:00-05:00,83938.578125,84062.828125,83914.75,84062.828125,1046564864
2025-02-27 17:30:00-05:00,84158.75,84211.7890625,83801.3828125,83945.4140625,996061184
2025-02-27 17:45:00-05:00,84515.703125,84515.703125,84132.1015625,84132.1015625,1076535296
2025-02-27 18:00:00-05:00,84438.84375,84614.5078125,84366.4140625,84614.5078125,1668308992
2025-02-27 18:15:00-05:00,84552.8203125,84679.1328125,84446.78125,84446.78125,1075703808
2025-02-27 18:30:00-05:00,84645.75,84818.4453125,84465.4765625,84524.625,1130680320
2025-02-27 18:45:00-05:00,84763.90625,84763.90625,84597.0078125,84597.0078125,319078400
2025-02-27 19:00:00-05:00,84482.078125,84780.2265625,84482.078125,84671.1640625,576528384
2025-02-27 19:15:00-05:00,84498.5546875,84660.5625,84469.984375,84485.28125,836468736
2025-02-27 19:30:00-05:00,84435.734375,84574.5703125,84401.7421875,84470.7578125,2232082432
2025-02-27 19:45:00-05:00,84250.6875,84369.3984375,84219.453125,84369.3984375,0
2025-02-27 20:00:00-05:00,84185.453125,84300.234375,84162.1171875,84209.5546875,1108848640
2025-02-27 20:15:00-05:00,83453.046875,84194.734375,83453.046875,84194.734375,848728064
2025-02-27 20:30:00-05:00,82303.640625,83095.1953125,81298.96875,83095.1953125,3439538176
2025-02-27 20:45:00-05:00,82081.1875,82790.96875,81658.9296875,82427.3984375,3289673728
2025-02-27 21:00:00-05:00,82200.140625,82737.0078125,81661.5078125,81728.8515625,1029484544
